Arpt_ICAO	Procedure Type	Procedure Ident
KDWH	SID	LURIC8
KDWH	SID	MMALT7
KDWH	SID	STRYA8
KDWH	SID	STYCK8
KDWH	SID	WATFO6
KDWH	SID	WYLSN8
KDWH	STAR	BAZBL1
KDWH	STAR	HUDZY5
KDWH	STAR	OHIIO4
KDWH	STAR	PIEGY1
KDWH	STAR	RIICE1
KDWU	SIAP	R10
KDWU	SIAP	R28
KDWX	SIAP	R24
KDWX	SID	CRBN2
KDWX	SID	DIXON2
KDXE	SIAP	R18
KDXE	SIAP	R36
KDXR	SIAP	L08
KDXR	SIAP	R08-Y
KDXR	SIAP	R08-Z
KDXR	SIAP	R26
KDXR	SIAP	RNV-A
KDXR	STAR	EEGOR1
KDXR	STAR	NOBBI1
KDXR	STAR	VALRE1
KDXX	SIAP	R14
KDXX	SIAP	R32
KDYA	SIAP	R04
KDYA	SIAP	R22
KDYB	SIAP	R06
KDYB	SIAP	R24
KDYL	SIAP	R05
KDYL	SIAP	R23
KDYR	SIAP	R04
KDYR	SIAP	R22
KDYT	SIAP	R32
KDZJ	SIAP	R08
KEAG	SIAP	R13
KEAG	SIAP	R31
KEAN	SIAP	R26
KEAN	SID	SLATR1
KEAR	SIAP	I36
KEAR	SIAP	L36
KEAR	SIAP	R13
KEAR	SIAP	R18
KEAR	SIAP	R36
KEAT	SIAP	H12
KEAT	SIAP	H30-Z
KEAT	SIAP	I12-Y
KEAT	SIAP	I12-Z
KEAT	SIAP	VOR-A
KEAT	SIAP	VOR-B
KEAT	SID	OFARO2
KEAT	SID	ZARLO2
KEAU	SIAP	B04
KEAU	SIAP	I22
KEAU	SIAP	L22
KEAU	SIAP	R04
KEAU	SIAP	R22
KEBA	SIAP	R11
KEBA	SIAP	R29
KEBA	SIAP	S11
KEBD	SIAP	R08
KEBD	SIAP	R26
KEBG	SIAP	R14
KEBG	SIAP	R32
KEBS	SIAP	R14
KEBS	SIAP	R32
KECG	SIAP	D28
KECG	SIAP	I10
KECG	SIAP	L10
KECG	SIAP	N10
KECG	SIAP	R01
KECG	SIAP	R10
KECG	SIAP	R19
KECG	SIAP	R28
KECP	SIAP	I16
KECP	SIAP	L16
KECP	SIAP	R16
KECP	SIAP	R34
KECS	SIAP	R14
KECS	SIAP	R32
KECU	SIAP	R14
KECU	SIAP	S14
KEDC	SIAP	R13
KEDC	SIAP	R31
KEDC	SID	AEROZ2
KEDC	SID	BNDIA3
KEDC	SID	ELOEL3
KEDC	SID	ILEXY4
KEDC	SID	MUCKY3
KEDC	SID	SAYBR3
KEDC	STAR	BLEWE5
KEDC	STAR	POTRR2
KEDC	STAR	SZAGI3
KEDE	SIAP	I19
KEDE	SIAP	L19
KEDE	SIAP	R01
KEDE	SIAP	R19
KEDJ	SIAP	R07
KEDJ	SIAP	R25
KEDN	SIAP	R05
KEDU	SIAP	R17
KEDU	SIAP	R35
KEED	SIAP	R29
KEED	SIAP	VOR-A
KEEN	SIAP	I02
KEEN	SIAP	L02
KEEN	SIAP	R02
KEEO	SIAP	R03
KEEO	SIAP	RNV-B
KEET	SIAP	R16
KEET	SIAP	R34
KEFC	SIAP	R32
KEFD	SIAP	I17RZ
KEFD	SIAP	I22-Z
KEFD	SIAP	I35LZ
KEFD	SIAP	L17RZ
KEFD	SIAP	L22-Z
KEFD	SIAP	L35LZ
KEFD	SIAP	R04
KEFD	SIAP	R17R
KEFD	SIAP	R22
KEFD	SIAP	R35L
KEFD	SID	AEX3
KEFD	SID	BLTWY7
KEFD	SID	BORRN6
KEFD	SID	CRIED1
KEFD	SID	ELD1
KEFD	SID	GIFFA1
KEFD	SID	HOODO7
KEFD	SID	INDIE8
KEFD	SID	KARRR7
KEFD	SID	LFK4
KEFD	SID	LOA4
KEFD	SID	LURIC8
KEFD	SID	MMALT7
KEFD	SID	STRYA8
KEFD	SID	STYCK8
KEFD	SID	WATFO6
KEFD	SID	WYLSN8
KEFD	STAR	CESAN4
KEFD	STAR	HUDZY5
KEFD	STAR	KIDDZ5
KEFD	STAR	OHIIO4
KEFD	STAR	SNDAY1
KEFD	STAR	TKNIQ3
KEFD	STAR	TSHRT2
KEFD	STAR	WAPPL7
KEFK	SIAP	R36
KEFT	SIAP	D30
KEFT	SIAP	R12
KEFT	SIAP	R30
KEFW	SIAP	R14
KEFW	SIAP	R32
KEGE	SIAP	H25-X
KEGE	SIAP	H25-Z
KEGE	SIAP	R25-Y
KEGE	SIAP	RNV-D
KEGE	SIAP	X25
KEGE	SID	BEVVR1
KEGE	SID	EKR4
KEGE	SID	GYPSM6
KEGE	STAR	AAVON1
KEGE	STAR	VAAIL1
KEGQ	SIAP	R13
KEGQ	SIAP	R31
KEGT	SIAP	R18
KEGT	SIAP	R36
KEGV	SIAP	L04
KEGV	SIAP	R04
KEGV	SIAP	R22
KEHA	SIAP	R04
KEHA	SIAP	R17
KEHA	SIAP	R22
KEHA	SIAP	R35
KEHO	SIAP	R05
KEHO	SIAP	R23
KEHO	STAR	JOOLS2
KEHO	STAR	LIINN3
KEHO	STAR	MAJIC4
KEHO	STAR	RASLN3
KEHR	SIAP	R09
KEHR	SIAP	R27
KEIK	SIAP	RNV-B
KEIK	SIAP	VOR-A
KEIW	SIAP	R18
KEIW	SIAP	R36
KEKA	SIAP	R12
KEKA	SIAP	RNV-B
KEKM	SIAP	R09
KEKM	SIAP	R18
KEKM	SIAP	R27
KEKM	SIAP	R36
KEKN	SIAP	R05
KEKN	SIAP	R23
KEKN	SIAP	RNV-A
KEKN	SID	EKN1
KEKO	SIAP	R06
KEKO	SIAP	R24
KEKO	SIAP	X24
KEKQ	SIAP	R03
KEKQ	SIAP	R21
KEKS	SIAP	R16
KEKS	SIAP	R34
KEKS	SID	ENNIS2
KEKX	SIAP	I05
KEKX	SIAP	L05
KEKX	SIAP	R05
KEKX	SIAP	R23
KEKY	SIAP	I05
KEKY	SIAP	L05
KEKY	SIAP	R05
KEKY	SIAP	R23
KEKY	SIAP	S05
KELA	SIAP	R17
KELA	SIAP	R35
KELD	SIAP	D04
KELD	SIAP	I22
KELD	SIAP	L22
KELD	SIAP	R04
KELD	SIAP	R22
KELD	SIAP	RNV-A
KELK	SIAP	R17
KELK	SIAP	R35
KELM	SIAP	I06
KELM	SIAP	L06
KELM	SIAP	R06
KELM	SIAP	R10
KELM	SIAP	R24
KELM	SIAP	R28
KELN	SIAP	R29
KELN	SIAP	RNV-C
KELN	SIAP	VOR-A
KELN	SIAP	VOR-B
KELO	SIAP	R12
KELO	SIAP	R30
KELP	SIAP	H04-Y
KELP	SIAP	H04-Z
KELP	SIAP	H08RX
KELP	SIAP	H08RY
KELP	SIAP	H22-Z
KELP	SIAP	H26LZ
KELP	SIAP	I22
KELP	SIAP	L04
KELP	SIAP	L22
KELP	SIAP	R04-X
KELP	SIAP	R22-Y
KELP	SIAP	R26LY
KELP	SIAP	R26R
KELP	SIAP	S26L
KELP	SID	ATKNN5
KELP	SID	JCOXX2
KELP	SID	LATVE3
KELP	SID	NEVUE3
KELP	SID	TDOWN3
KELP	STAR	BEAHR3
KELP	STAR	HSKNS1
KELP	STAR	MOLLY5
KELP	STAR	SAMMR3
KELP	STAR	WAZKO1
KELY	SIAP	R18
KELY	SIAP	VOR-C
KELY	SID	ELY2
KELZ	SIAP	R10
KELZ	SIAP	R28
KEMM	SIAP	R16
KEMM	SIAP	R34
KEMM	SID	KEMRR5
KEMP	SIAP	R01
KEMP	SIAP	R19
KEMP	SIAP	VOR-A
KEMT	SIAP	RNV-B
KEMT	SIAP	VOR-A
KEMT	STAR	SETER5
KEMT	STAR	ZIGGY8
KEMV	SIAP	L34
KEMV	SIAP	R16
KEMV	SIAP	R34
KENL	SIAP	R18
KENL	SIAP	R36
KENV	SIAP	D26
KENV	SIAP	R08
KENV	SIAP	R26
KENV	SIAP	RNV-A
KENV	SIAP	RNV-C
KENV	SIAP	VDM-B
KENV	SID	ENV1
KENW	SIAP	I07L
KENW	SIAP	L07L
KENW	SIAP	R07L
KENW	SIAP	R15
KENW	SIAP	R25R
KENW	SIAP	R33
KENW	SID	ACCRA5
KENW	SID	UECKR6
KENW	STAR	GOPAC3
KEOE	SIAP	R04
KEOE	SIAP	R22
KEOK	SIAP	I26
KEOK	SIAP	L26
KEOK	SIAP	R08
KEOK	SIAP	R14
KEOK	SIAP	R26
KEOK	SIAP	R32
KEOP	SIAP	R07
KEOP	SIAP	R25
KEOS	SIAP	R01
KEOS	SIAP	R19
KEPH	SIAP	R03
KEPH	SIAP	R21
KEPH	SIAP	S21
KEPM	SIAP	R14
KEPM	SIAP	R32
KEQA	SIAP	R04
KEQA	SIAP	R15
KEQA	SIAP	R22
KEQA	SIAP	R33
KEQY	SIAP	I05
KEQY	SIAP	L05
KEQY	SIAP	R05
KEQY	SIAP	R23
KEQY	SID	BARMY6
KEQY	SID	BEAVY7
KEQY	SID	BOBZY6
KEQY	SID	ESTRR6
KEQY	SID	ICONS6
KEQY	SID	JOJJO6
KEQY	SID	KER5
KEQY	SID	KILNS6
KEQY	SID	KNI4
KEQY	SID	KRITR7
KEQY	SID	KWEEN6
KEQY	SID	LILLS4
KEQY	SID	WEAZL6
KEQY	STAR	JOOLS2
KEQY	STAR	LIINN3
KEQY	STAR	MAJIC4
KEQY	STAR	RASLN3
KERI	SIAP	I06
KERI	SIAP	I24
KERI	SIAP	L06
KERI	SIAP	L24
KERI	SIAP	R06
KERI	SIAP	R24
KERV	SIAP	L30
KERV	SIAP	R12
KERV	SIAP	R30
KERV	SIAP	VOR-A
KERY	SIAP	R11
KERY	SIAP	R29
KESC	SIAP	B28
KESC	SIAP	I10
KESC	SIAP	L10
KESC	SIAP	R01
KESC	SIAP	R10
KESC	SIAP	R19
KESC	SIAP	R28
KESF	SIAP	I27
KESF	SIAP	L27
KESF	SIAP	R09
KESF	SIAP	R27
KESN	SIAP	I04
KESN	SIAP	L04
KESN	SIAP	R04
KESN	SIAP	R15
KESN	SIAP	R22
KESN	SIAP	R33
KESN	SID	CONLE5
KESN	SID	FOXHL1
KESN	SID	LINSE2
KESN	SID	TERPZ8
KEST	SIAP	R16
KEST	SIAP	R34
KETB	SIAP	R06
KETB	SIAP	R13
KETB	SIAP	R24
KETB	SIAP	R31
KETB	SID	ACCRA5
KETB	SID	UECKR6
KETB	STAR	GOPAC3
KETC	SIAP	D27
KETH	SIAP	R16
KETH	SIAP	R34
KETN	SIAP	R17
KETN	SIAP	R35
KEUF	SIAP	D36
KEUF	SIAP	R18
KEUF	SIAP	R36
KEUG	SIAP	H16LZ
KEUG	SIAP	H16RZ
KEUG	SIAP	H34LZ
KEUG	SIAP	H34RZ
KEUG	SIAP	I16L
KEUG	SIAP	I16R
KEUG	SIAP	L16L
KEUG	SIAP	L16R
KEUG	SIAP	R16LY
KEUG	SIAP	R16RY
KEUG	SIAP	R34LY
KEUG	SIAP	R34RY
KEUG	SIAP	S34L
KEUG	SID	EUG1
KEUL	SIAP	R12
KEUL	SIAP	R30
KEVB	SIAP	R02
KEVB	SIAP	R07
KEVB	SIAP	R25
KEVB	SIAP	R29
KEVB	STAR	TTHOR3
KEVM	SIAP	R27
KEVU	SIAP	R14
KEVU	SIAP	R32
KEVV	SIAP	I04
KEVV	SIAP	I22
KEVV	SIAP	L04
KEVV	SIAP	L22
KEVV	SIAP	R04
KEVV	SIAP	R18
KEVV	SIAP	R22
KEVV	SIAP	R36
KEVW	SIAP	I23
KEVW	SIAP	L23
KEVW	SIAP	R05
KEVW	SIAP	R23
KEVW	SID	FBR1
KEVY	SIAP	R17
KEVY	SIAP	R35-Y
KEVY	SIAP	R35-Z
KEWB	SIAP	B23
KEWB	SIAP	I05
KEWB	SIAP	L05
KEWB	SIAP	R05
KEWB	SIAP	R14
KEWB	SIAP	R23
KEWB	SIAP	R32
KEWB	STAR	WIPOR4
KEWK	SIAP	R17
KEWK	SIAP	R35
KEWN	SIAP	R04
KEWN	SIAP	R22
KEWR	SIAP	H04RZ
KEWR	SIAP	H22LY
KEWR	SIAP	H29-Y
KEWR	SIAP	H29-Z
KEWR	SIAP	I04LY
KEWR	SIAP	I04LZ
KEWR	SIAP	I04R
KEWR	SIAP	I11
KEWR	SIAP	I22L
KEWR	SIAP	I22R
KEWR	SIAP	J22L
KEWR	SIAP	J22R
KEWR	SIAP	L04LY
KEWR	SIAP	L04LZ
KEWR	SIAP	L04R
KEWR	SIAP	L11
KEWR	SIAP	L22L
KEWR	SIAP	L22R
KEWR	SIAP	R04L
KEWR	SIAP	R04RY
KEWR	SIAP	R11
KEWR	SIAP	R22LZ
KEWR	SIAP	R22R
KEWR	SIAP	R29-X
KEWR	SID	PORTT4
KEWR	STAR	BRAND1
KEWR	STAR	FLOSI4
KEWR	STAR	FQM3
KEWR	STAR	PENNS2
KEWR	STAR	PHLBO4
KEWR	STAR	SHAFF7
KEXX	SIAP	I06
KEXX	SIAP	L06
KEXX	SIAP	R06
KEXX	SIAP	R24
KEYE	SIAP	L21
KEYE	SIAP	R21
KEYE	SID	DAWNN1
KEYE	SID	MAREO1
KEYE	SID	MEARZ7
KEYE	SID	OOM5
KEYE	SID	ROCKY1
KEYE	STAR	CLANG1
KEYE	STAR	RACYR6
KEYF	SIAP	D15
KEYF	SIAP	R15
KEYF	SIAP	R33
KEYW	SIAP	R09
KEYW	SIAP	R27
KEYW	SID	BUFTT1
KEYW	STAR	FNTSY1
KEYW	STAR	KRAKN1
KEZF	SIAP	R24
KEZF	STAR	HYPER9
KEZF	STAR	TIKEE4
KEZI	SIAP	R01
KEZI	SIAP	R09
KEZI	SIAP	R19
KEZI	SIAP	R27
KEZM	SIAP	I02
KEZM	SIAP	L02
KEZM	SIAP	R02
KEZM	SIAP	R20
KEZS	SIAP	R12
KEZS	SIAP	R30
KEZZ	SIAP	R17
KEZZ	SIAP	R35
KFAF	STAR	KOHLS1
KFAM	SIAP	R02
KFAM	SIAP	R20
KFAR	SIAP	I36
KFAR	SIAP	L36
KFAR	SIAP	R09
KFAR	SIAP	R18
KFAR	SIAP	R27
KFAR	SIAP	R36
KFAR	SIAP	S36
KFAT	SIAP	I29RY
KFAT	SIAP	L11LY
KFAT	SIAP	L29RY
KFAT	SIAP	R11L
KFAT	SIAP	R11R
KFAT	SIAP	R29L
KFAT	SIAP	R29R
KFAT	SID	BULL3
KFAT	SID	OAL4
KFAT	SID	YOSE3
KFAT	STAR	ALTTA9
KFAY	SIAP	B22
KFAY	SIAP	I04
KFAY	SIAP	L04
KFAY	SIAP	R04
KFAY	SIAP	R10
KFAY	SIAP	R22
KFAY	SIAP	R28
KFBL	SIAP	R12
KFBL	SIAP	R30
KFBL	SIAP	VOR-A
KFBL	STAR	AGUDE6
KFBR	SIAP	R22
KFBY	SIAP	R17
KFBY	SIAP	R35
KFCH	SIAP	R12
KFCH	SIAP	R30
KFCI	SIAP	I33
KFCI	SIAP	L33
KFCI	SIAP	R15
KFCI	SIAP	R33
KFCM	SIAP	D36
KFCM	SIAP	I10R
KFCM	SIAP	L10R
KFCM	SIAP	R10L
KFCM	SIAP	R10R
KFCM	SIAP	R28L
KFCM	SIAP	R28R
KFCM	SIAP	R36
KFCM	SID	COULT7
KFCM	SID	KBREW2
KFCM	SID	ORSKY3
KFCM	SID	RST1
KFCM	SID	SCHEP1
KFCM	SID	WLSTN7
KFCM	SID	ZMBRO7
KFCM	STAR	AGUDE6
KFCM	STAR	ENCEE3
KFCM	STAR	GEP1
KFCM	STAR	TWOLF4
KFDK	SIAP	I23
KFDK	SIAP	L23
KFDK	SIAP	R05
KFDK	SIAP	R23-Y
KFDK	SIAP	R23-Z
KFDK	SID	CONLE5
KFDK	SID	FOXHL1
KFDK	SID	LINSE2
KFDK	SID	TERPZ8
KFDK	STAR	TRSTN4
KFDR	SIAP	R35
KFDW	SIAP	R04
KFDW	SIAP	R22
KFDY	SIAP	R07
KFDY	SIAP	R18
KFDY	SIAP	R25
KFDY	SIAP	R36
KFEP	SIAP	I24
KFEP	SIAP	L24
KFEP	SIAP	R06
KFEP	SIAP	R24
KFET	SIAP	R14
KFET	SIAP	R32
KFET	SIAP	S14
KFFA	SIAP	R03
KFFA	SIAP	R21
KFFC	SIAP	R13
KFFC	SIAP	R31
KFFC	STAR	BUKHD3
KFFC	STAR	DEHAN3
KFFL	SIAP	R18
KFFL	SIAP	R36
KFFM	SIAP	I31
KFFM	SIAP	L31
KFFM	SIAP	R13
KFFM	SIAP	R31
KFFM	SIAP	R35
KFFO	STAR	DANEI3
KFFT	SIAP	L25
KFFT	SIAP	R07
KFFT	SIAP	R25
KFFX	SIAP	R01
KFFX	SIAP	R19
KFFZ	SIAP	R04L
KFFZ	SIAP	R04R
KFFZ	SIAP	RNV-B
KFFZ	SID	MESA1
KFFZ	SID	SACAT4
KFFZ	STAR	ARLIN4
KFFZ	STAR	BLH5
KFFZ	STAR	DSERT2
KFFZ	STAR	HUUTY1
KFFZ	STAR	SUNSS8
KFGX	SIAP	R07
KFGX	SIAP	R25
KFGX	SIAP	VDM-A
KFHB	SIAP	R04
KFHB	SIAP	R13
KFHB	SIAP	R22
KFHB	STAR	MARQO3
KFHB	STAR	QUBEN2
KFHB	STAR	TEBOW2
KFHR	SIAP	R34
KFHU	SIAP	I26
KFHU	SIAP	L26
KFHU	SIAP	R08
KFHU	SIAP	R26
KFHU	SIAP	S26
KFIG	SIAP	R12
KFIG	SIAP	R30
KFIN	SIAP	R06
KFIN	SIAP	R11
KFIN	SIAP	R24
KFIN	SIAP	R29
KFIT	SIAP	R14
KFIT	SIAP	R32
KFKA	SIAP	R11
KFKA	SIAP	R29
KFKL	SIAP	I21
KFKL	SIAP	L21
KFKL	SIAP	R03
KFKL	SIAP	R21
KFKN	SIAP	R09
KFKN	SIAP	R27
KFKR	SIAP	R09
KFKR	SIAP	R27
KFKS	SIAP	R15
KFKS	SIAP	R33
KFLD	SIAP	L36
KFLD	SIAP	R18
KFLD	SIAP	R36
KFLD	SIAP	S18
KFLG	SIAP	I21
KFLG	SIAP	L21
KFLG	SIAP	R03
KFLG	SIAP	R21
KFLG	SID	FLG1
KFLL	SIAP	H10LY
KFLL	SIAP	H28RZ
KFLL	SIAP	I10L
KFLL	SIAP	I10R
KFLL	SIAP	I28L
KFLL	SIAP	I28R
KFLL	SIAP	L10L
KFLL	SIAP	L10R
KFLL	SIAP	L28L
KFLL	SIAP	L28R
KFLL	SIAP	R10LZ
KFLL	SIAP	R10R
KFLL	SIAP	R28L
KFLL	SIAP	R28RY
KFLL	SID	AGERS1
KFLL	SID	BNICE2
KFLL	SID	DORRL2
KFLL	SID	FEALX2
KFLL	SID	FRSBE2
KFLL	SID	GLADZ4
KFLL	SID	HROCK2
KFLL	SID	LIFRR2
KFLL	SID	MAYNR3
KFLL	SID	REGAE2
KFLL	SID	SNAPR2
KFLL	STAR	BHHIA3
KFLL	STAR	CUUDA3
KFLL	STAR	DEKAL9
KFLL	STAR	DVALL4
KFLL	STAR	FORTL9
KFLL	STAR	KYAKS3
KFLL	STAR	OLAHS3
KFLL	STAR	TARPN3
KFLL	STAR	TEEKY4
KFLL	STAR	TOREZ1
KFLO	SIAP	I09
KFLO	SIAP	L09
KFLO	SIAP	R01
KFLO	SIAP	R09
KFLO	SIAP	R19
KFLO	SIAP	R27
KFLP	SIAP	R04
KFLP	SIAP	R22
KFLV	SIAP	R16
KFLV	SIAP	R34
KFLV	SIAP	VOR-A
KFLV	SID	CHIEF9
KFLV	SID	LAKES5
KFLV	SID	RACER8
KFLV	SID	ROYAL2
KFLV	SID	TIFTO8
KFLV	SID	WLDCT6
KFLV	STAR	BQS8
KFLV	STAR	JHAWK8
KFLV	STAR	TYGER7
KFLX	SIAP	RNV-C
KFLX	SIAP	VOR-B
KFLY	SIAP	R15
KFLY	SIAP	R33
KFLY	SID	FLCON1
KFME	SIAP	R10
KFME	SIAP	R28
KFMH	SIAP	I23-Z
KFMH	SIAP	I32-Z
KFMH	SIAP	L23-Z
KFMH	SIAP	L32-Z
KFMH	SIAP	R05
KFMH	SIAP	R14
KFMH	SIAP	R23
KFMH	SIAP	R32
KFMM	SIAP	R14
KFMM	SIAP	R32
KFMN	SIAP	D05
KFMN	SIAP	D07
KFMN	SIAP	I25
KFMN	SIAP	L25
KFMN	SIAP	R05
KFMN	SIAP	R07
KFMN	SIAP	R23
KFMN	SIAP	R25
KFMN	SIAP	S25
KFMN	SID	CHACO1
KFMN	SID	PLATA1
KFMY	SIAP	I05
KFMY	SIAP	L05
KFMY	SIAP	R05
KFMY	SIAP	R13
KFMY	SIAP	R23
KFMY	SIAP	R31
KFMY	SID	CSHEL8
KFMY	STAR	PUMPP2
KFMY	STAR	SHFTY6
KFMY	STAR	TYNEE4
KFMZ	SIAP	R17
KFMZ	SIAP	R35
KFNB	SIAP	R15
KFNB	SIAP	R33
KFNL	SIAP	I33
KFNL	SIAP	L33
KFNL	SIAP	R15
KFNL	SIAP	R33
KFNL	SIAP	VOR-A
KFNL	SID	ECHOO1
KFNL	SID	MRSHH2
KFNL	SID	PIKES3
KFNL	SID	PLAIN2
KFNL	SID	ROCKI7
KFNL	SID	SKYEE1
KFNL	SID	WNGSS1
KFNL	SID	YELLO5
KFNL	STAR	BRNKO4
KFNL	STAR	DANDD1
KFNL	STAR	LANDR3
KFNL	STAR	LARKS3
KFNL	STAR	PINNR3
KFNL	STAR	POWDR1
KFNL	STAR	QUAIL1
KFNL	STAR	RAMMS8
KFNL	STAR	TOMSN9
KFNT	SIAP	I09
KFNT	SIAP	I27
KFNT	SIAP	L09
KFNT	SIAP	L27
KFNT	SIAP	R09
KFNT	SIAP	R18
KFNT	SIAP	R27
KFNT	SIAP	R36
KFNT	STAR	FOREY2
KFOA	SIAP	L21
KFOA	SIAP	R03
KFOA	SIAP	R21
KFOD	SIAP	I06
KFOD	SIAP	L06
KFOD	SIAP	R06
KFOD	SIAP	R12
KFOD	SIAP	R24
KFOD	SIAP	R30
KFOE	SIAP	I31
KFOE	SIAP	L31
KFOE	SIAP	R03
KFOE	SIAP	R13
KFOE	SIAP	R21
KFOE	SIAP	R31
KFOK	SIAP	I24
KFOK	SIAP	L24
KFOK	SIAP	R06
KFOK	SIAP	R15
KFOK	SIAP	R24
KFOK	SIAP	R33
KFOK	STAR	NELIE4
KFOK	STAR	SARDI1
KFOM	SIAP	R04
KFOM	SIAP	R22
KFOT	SIAP	P11
KFOZ	SIAP	R15
KFOZ	SIAP	R33
KFPK	SIAP	R21
KFPR	SIAP	I10R
KFPR	SIAP	L10R
KFPR	SIAP	R10R
KFPR	SIAP	R14
KFPR	SIAP	R28L
KFPR	SIAP	R32
KFPY	SIAP	R18
KFPY	SIAP	R36
KFQD	SIAP	R01
KFQD	SIAP	R19
KFRG	SIAP	H14-Z
KFRG	SIAP	R01
KFRG	SIAP	R14-Y
KFRG	SIAP	R19
KFRG	SIAP	R32
KFRG	SID	DEEZZ6
KFRG	SID	REP1
KFRG	STAR	PARCH4
KFRG	STAR	PAWLN1
KFRG	STAR	PUCKY1
KFRG	STAR	SARDI1
KFRH	SIAP	R08
KFRH	SIAP	R26
KFRM	SIAP	I31
KFRM	SIAP	L31
KFRM	SIAP	R13
KFRM	SIAP	R31
KFRR	SIAP	RNV-A
KFRR	STAR	HYPER9
KFRR	STAR	TRSTN4
KFSD	SIAP	D33
KFSD	SIAP	I03
KFSD	SIAP	I21
KFSD	SIAP	L03
KFSD	SIAP	L21
KFSD	SIAP	R03
KFSD	SIAP	R09
KFSD	SIAP	R15
KFSD	SIAP	R21
KFSD	SIAP	R27
KFSD	SIAP	R33
KFSD	SIAP	S15
KFSE	SIAP	R16
KFSE	SIAP	R34
KFSK	SIAP	R18
KFSK	SIAP	R36
KFSM	SIAP	I08
KFSM	SIAP	I26-Z
KFSM	SIAP	L08
KFSM	SIAP	L26-Z
KFSM	SIAP	R02
KFSM	SIAP	R08
KFSM	SIAP	R26
KFSM	SIAP	S08-Z
KFSM	SIAP	S26-Z
KFSO	SIAP	R18
KFSO	SIAP	R36
KFST	SIAP	R12
KFST	SIAP	R30
KFST	SIAP	S12
KFSW	SIAP	R17
KFSW	SIAP	R35
KFTT	SIAP	R06
KFTT	SIAP	R18
KFTT	SIAP	R24
KFTT	SIAP	R36
KFTW	SIAP	I34
KFTW	SIAP	L34
KFTW	SIAP	R16
KFTW	SIAP	R34
KFTW	SID	BOTCH2
KFTW	SID	DALL4
KFTW	SID	GARL6
KFTW	SID	JPOOL8
KFTW	SID	KING5
KFTW	SID	KUSSO3
KFTW	SID	NANDR4
KFTW	SID	TEX5
KFTW	SID	WORTH1
KFTW	STAR	DODJE6
KFTW	STAR	LIKES4
KFTW	STAR	MOTZA1
KFTW	STAR	REEKO3
KFTW	STAR	SASIE8
KFTW	STAR	TRUUK3
KFTW	STAR	WESAT3
KFTY	SIAP	H08-Z
KFTY	SIAP	I08
KFTY	SIAP	L08
KFTY	SIAP	R08-Y
KFTY	SIAP	R26
KFTY	STAR	BOKRT3
KFTY	STAR	BUKHD3
KFTY	STAR	DEHAN3
KFTY	STAR	SWTEE2
KFTY	STAR	WRGNZ3
KFUL	SIAP	L24
KFUL	SIAP	R24
KFUL	SID	ANAHM2
KFUL	SID	HAWWC3
KFUL	STAR	EMMLN3
KFUL	STAR	KAYOH8
KFVE	SIAP	R14
KFVE	SIAP	R32
KFVX	SIAP	R03
KFVX	SIAP	R21
KFWA	SIAP	I05
KFWA	SIAP	I32
KFWA	SIAP	L05
KFWA	SIAP	L32
KFWA	SIAP	R05
KFWA	SIAP	R14
KFWA	SIAP	R23
KFWA	SIAP	R32
KFWA	SIAP	S05
KFWA	SIAP	S14
KFWA	SIAP	S23
KFWB	SIAP	R03
KFWB	SIAP	R21
KFWC	SIAP	R09
KFWN	SIAP	R03
KFWQ	SIAP	R08
KFWQ	SIAP	R26
KFWS	SIAP	I36L
KFWS	SIAP	L36L
KFWS	SIAP	R18R
KFWS	SIAP	R36L
KFWS	SID	BOTCH2
KFWS	SID	DALL4
KFWS	SID	GARL6
KFWS	SID	JPOOL8
KFWS	SID	KING5
KFWS	SID	KUSSO3
KFWS	SID	NANDR4
KFWS	SID	TEX5
KFWS	SID	WORTH1
KFWS	STAR	DODJE6
KFWS	STAR	MOTZA1
KFWS	STAR	REEKO3
KFWS	STAR	SASIE8
KFWS	STAR	SWVAY4
KFWS	STAR	TRUUK3
KFWS	STAR	WESAT3
KFXE	SIAP	I09
KFXE	SIAP	L09
KFXE	SIAP	R09
KFXE	SIAP	R27
KFXE	SID	BNICE2
KFXE	SID	DORRL2
KFXE	SID	FEALX2
KFXE	SID	FRSBE2
KFXE	SID	GABOW2
KFXE	SID	HROCK2
KFXE	SID	LIFRR2
KFXE	SID	MAYNR3
KFXE	STAR	BHHIA3
KFXE	STAR	CPTAN3
KFXE	STAR	DEKAL9
KFXE	STAR	DVALL4
KFXE	STAR	FORTL9
KFXE	STAR	JESTR1
KFXE	STAR	KYAKS3
KFXE	STAR	OLAHS3
KFXE	STAR	TEEKY4
KFXE	STAR	TOREZ1
KFXY	SIAP	R15
KFXY	SIAP	R33
KFXY	SIAP	VOR-A
KFYE	SIAP	R01
KFYE	SIAP	R19
KFYG	SIAP	R15
KFYG	SIAP	R33
KFYJ	SIAP	L10
KFYJ	SIAP	R10
KFYJ	SIAP	RNV-B
KFYM	SIAP	R02
KFYM	SIAP	R20
KFYV	SIAP	L16
KFYV	SIAP	R16
KFYV	SIAP	R34
KFYV	SIAP	X34
KFZG	SIAP	L02
KFZG	SIAP	R02
KFZI	SIAP	R09
KFZI	SIAP	R27
KFZY	SIAP	I33
KFZY	SIAP	L33
KFZY	SIAP	R15
KFZY	SIAP	R24
KFZY	SIAP	R33
KGAD	SIAP	I24
KGAD	SIAP	L24
KGAD	SIAP	R06
